"Energy","Electricity_Generation","Power_Sector_Emissions"
"Renewables",0.21,0.01
"Renewables",0.22,0.01
"Renewables",0.28,0.02
"Renewables",0.4,0.02
"Renewables",0.44,0.02
"Renewables",0.52,0.02
"Renewables",0.54,0.02
"Renewables",0.59,0.02
"Renewables",0.31,0.02
"Renewables",0.32,0.03
"Renewables",0.68,0.02
"Renewables",0.33,0.02
"Renewables",0.13,0.01
"Renewables",0.13,0.01
"Renewables",0.12,0.01
"Renewables",0.11,0.01
"Renewables",0.13,0.01
"Renewables",0.15,0.01
"Renewables",0.16,0.02
"Renewables",0.15,0.01
"Renewables",0.21,0.01
"Renewables",0.46,0.02
"Renewables",0.35,0.02
"Renewables",0.22,0.01
"Renewables",0.12,0.01
"Renewables",0.11,0.01
"Renewables",0.14,0.01
"Renewables",0.13,0.01
"Renewables",0.21,0.01
"Renewables",0.32,0.02
"Renewables",0.33,0.02
"Renewables",0.46,0.02
"Renewables",0.42,0.02
"Renewables",0.54,0.02
"Renewables",0.27,0.02
"Renewables",0.26,0.02
"Renewables",0.21,0.01
"Renewables",0.15,0.01
"Renewables",0.1,0.01
"Renewables",0.15,0.01
"Renewables",0.16,0.01
"Renewables",0.2,0.01
"Renewables",0.23,0.01
"Renewables",0.25,0.01
"Renewables",0.25,0.01
"Renewables",0.45,0.02
"Renewables",0.56,0.02
"Renewables",0.47,0.02
"Renewables",0.22,0.01
"Renewables",0.11,0.01
"Renewables",0.11,0.01
"Renewables",0.12,0.01
"Renewables",0.15,0.01
"Renewables",0.22,0.01
"Renewables",0.33,0.02
"Renewables",0.29,0.02
"Renewables",0.37,0.02
"Renewables",0.4,0.02
"Renewables",0.6,0.02
"Renewables",0.35,0.02
"Renewables",0.23,0.01
"Renewables",0.17,0
"Renewables",0.11,0
"Renewables",0.09,0
"Renewables",0.17,0
"Renewables",0.13,0
"Renewables",0.12,0
"Renewables",0.14,0
"Renewables",0.11,0
"Renewables",0.09,0
"Renewables",0.08,0
"Renewables",0.08,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.11,0
"Renewables",0.16,0
"Renewables",0.11,0
"Renewables",0.11,0
"Renewables",0.11,0
"Renewables",0.13,0
"Renewables",0.09,0
"Renewables",0.05,0
"Renewables",0.1,0
"Renewables",0.12,0
"Renewables",0.09,0
"Renewables",0.16,0
"Renewables",0.16,0
"Renewables",0.19,0
"Renewables",0.16,0.01
"Renewables",0.15,0
"Renewables",0.17,0
"Renewables",0.16,0
"Renewables",0.12,0
"Renewables",0.12,0
"Renewables",0.12,0
"Renewables",0.13,0
"Renewables",0.14,0
"Renewables",0.2,0
"Renewables",0.19,0
"Renewables",0.21,0
"Renewables",0.23,0.01
"Renewables",0.14,0.01
"Renewables",0.2,0.01
"Renewables",0.23,0.01
"Renewables",0.14,0
"Renewables",0.14,0.01
"Renewables",0.12,0.01
"Renewables",0.13,0.01
"Renewables",0.17,0.01
"Renewables",0.19,0.01
"Renewables",0.14,0.01
"Renewables",0.17,0.01
"Renewables",0.21,0.01
"Renewables",0.24,0.01
"Renewables",0.27,0.01
"Renewables",0.21,0.01
"Renewables",0.18,0.01
"Renewables",0.14,0.01
"Renewables",0.15,0.01
"Renewables",0.11,0.01
"Renewables",0.16,0.01
"Renewables",0.17,0.01
"Renewables",0.19,0.01
"Renewables",0.23,0.01
"Renewables",0.26,0.01
"Renewables",0.26,0.01
"Renewables",0.21,0.01
"Renewables",0.2,0.01
"Renewables",0.18,0.01
"Renewables",0.12,0.01
"Renewables",0.16,0.01
"Renewables",0.09,0.01
"Renewables",0.17,0.01
"Renewables",0.17,0.01
"Renewables",0.19,0.01
"Renewables",0.22,0.01
"Renewables",0.15,0.01
"Renewables",0.14,0.01
"Renewables",0.19,0.01
"Renewables",0.18,0.01
"Renewables",0.18,0.01
"Renewables",0.1,0
"Renewables",0.13,0.01
"Renewables",0.16,0.01
"Renewables",0.17,0.01
"Renewables",0.24,0.01
"Renewables",0.23,0.01
"Renewables",0.2,0.01
"Renewables",0.29,0.01
"Renewables",0.32,0.01
"Renewables",0.24,0.01
"Renewables",0.26,0.01
"Renewables",0.22,0.01
"Renewables",0.16,0
"Renewables",0.21,0.01
"Renewables",0.17,0.01
"Renewables",0.16,0
"Renewables",0.21,0
"Renewables",0.07,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.04,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.09,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.06,0.01
"Renewables",0.04,0
"Renewables",0.06,0.01
"Renewables",0.08,0.01
"Renewables",0.06,0.01
"Renewables",0.08,0.01
"Renewables",0.07,0.01
"Renewables",0.1,0.01
"Renewables",0.1,0.01
"Renewables",0.08,0.01
"Renewables",0.08,0.01
"Renewables",0.07,0.01
"Renewables",0.08,0.01
"Renewables",0.07,0.01
"Renewables",0.07,0.01
"Renewables",0.06,0.01
"Renewables",0.09,0.01
"Renewables",0.07,0.01
"Renewables",0.08,0.01
"Renewables",0.09,0.01
"Renewables",0.1,0.01
"Renewables",0.1,0.01
"Renewables",0.11,0.01
"Renewables",0.09,0.01
"Renewables",0.1,0.01
"Renewables",0.09,0.01
"Renewables",0.06,0.01
"Renewables",0.08,0.01
"Renewables",0.07,0.01
"Renewables",0.07,0.01
"Renewables",0.07,0.01
"Renewables",0.11,0.01
"Renewables",0.09,0.01
"Renewables",0.1,0.01
"Renewables",0.09,0.01
"Renewables",0.09,0.01
"Renewables",0.1,0.01
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",0,0
"Renewables",4.08,0.1
"Renewables",3.65,0.09
"Renewables",4.6,0.11
"Renewables",4.86,0.13
"Renewables",5.3,0.14
"Renewables",5.05,0.13
"Renewables",5.29,0.14
"Renewables",4.75,0.13
"Renewables",4.08,0.11
"Renewables",3.86,0.11
"Renewables",4.18,0.1
"Renewables",4.12,0.11
"Renewables",4.36,0.11
"Renewables",4.19,0.1
"Renewables",4.95,0.13
"Renewables",5.23,0.15
"Renewables",5.87,0.17
"Renewables",5.64,0.14
"Renewables",6.09,0.16
"Renewables",6.2,0.16
"Renewables",5.66,0.14
"Renewables",5.81,0.15
"Renewables",5.19,0.12
"Renewables",5.48,0.12
"Renewables",5.35,0.13
"Renewables",5.25,0.14
"Renewables",6.37,0.16
"Renewables",6.54,0.18
"Renewables",7.18,0.2
"Renewables",5.83,0.16
"Renewables",6.72,0.17
"Renewables",7.48,0.19
"Renewables",7.49,0.19
"Renewables",7.62,0.2
"Renewables",6.1,0.14
"Renewables",5.21,0.12
"Renewables",4.92,0.12
"Renewables",4.89,0.12
"Renewables",6.14,0.17
"Renewables",6.12,0.17
"Renewables",7.22,0.2
"Renewables",7.18,0.19
"Renewables",7.04,0.17
"Renewables",7.54,0.19
"Renewables",7.25,0.19
"Renewables",0.01,0
"Renewables",0.01,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.04,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.01,0
"Renewables",0.01,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.01,0
"Renewables",0.01,0
"Renewables",0.01,0
"Renewables",0.02,0
"Renewables",0.01,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.06,0
"Renewables",0.03,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.04,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.07,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.08,0
"Renewables",0.08,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.07,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.07,0
"Renewables",0.07,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.03,0
"Renewables",0.04,0
"Renewables",0.08,0
"Renewables",0.03,0
"Renewables",0.07,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.02,0
"Renewables",0.04,0
"Renewables",0.07,0
"Renewables",0.04,0
"Renewables",0.03,0
"Renewables",0.1,0
"Renewables",0.08,0
"Renewables",0.1,0
"Renewables",0.05,0
"Renewables",0.04,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.08,0
"Renewables",0.08,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.03,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.02,0
"Renewables",0.04,0
"Renewables",0,0
"Renewables",0.02,0
"Renewables",0.04,0
"Renewables",0.03,0
"Renewables",0.1,0
"Renewables",0.13,0
"Renewables",0.14,0
"Renewables",0.14,0
"Renewables",0.1,0
"Renewables",0.08,0
"Renewables",0.1,0
"Renewables",0.12,0
"Renewables",0.07,0
"Renewables",0.07,0
"Renewables",0.14,0
"Renewables",0.19,0
"Renewables",0.17,0
"Renewables",0.19,0
"Renewables",0.12,0
"Renewables",0.1,0
"Renewables",0.18,0
"Renewables",0.16,0
"Renewables",0.11,0
"Renewables",0.1,0
"Renewables",0.11,0
"Renewables",0.04,0
"Renewables",0.25,0.01
"Renewables",0.35,0.01
"Renewables",0.2,0
"Renewables",0.15,0
"Renewables",0.19,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.04,0
"Renewables",0.09,0
"Renewables",0.08,0
"Renewables",0.12,0
"Renewables",0.19,0
"Renewables",0.18,0
"Renewables",0.24,0
"Renewables",0.35,0.01
"Renewables",0.34,0.01
"Renewables",0.3,0.01
"Renewables",0.17,0
"Renewables",0.14,0
"Renewables",0.09,0
"Renewables",0.09,0
"Renewables",0.1,0
"Renewables",0.07,0
"Renewables",0.1,0
"Renewables",0.13,0
"Renewables",0.26,0.01
"Renewables",0.2,0
"Renewables",0.16,0
"Renewables",0.18,0
"Renewables",0.15,0
"Renewables",0.09,0
"Renewables",0.1,0
"Renewables",0.08,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.03,0
"Renewables",1.36,0.09
"Renewables",1.01,0.08
"Renewables",1.26,0.09
"Renewables",1,0.09
"Renewables",1.18,0.1
"Renewables",1,0.09
"Renewables",1.21,0.11
"Renewables",1.03,0.09
"Renewables",1.1,0.1
"Renewables",0.85,0.09
"Renewables",1.66,0.11
"Renewables",1.76,0.11
"Renewables",1.49,0.1
"Renewables",1.42,0.09
"Renewables",1.26,0.11
"Renewables",1.24,0.1
"Renewables",1.25,0.09
"Renewables",0.94,0.08
"Renewables",1.17,0.1
"Renewables",1.3,0.11
"Renewables",1.1,0.1
"Renewables",1.23,0.1
"Renewables",1.45,0.09
"Renewables",1.49,0.1
"Renewables",1.43,0.1
"Renewables",1.64,0.08
"Renewables",1.61,0.1
"Renewables",1.43,0.1
"Renewables",1.31,0.1
"Renewables",1.43,0.09
"Renewables",1.32,0.1
"Renewables",1.33,0.1
"Renewables",1.3,0.1
"Renewables",1.97,0.1
"Renewables",1.58,0.1
"Renewables",1.89,0.1
"Renewables",1.8,0.09
"Renewables",1.44,0.09
"Renewables",1.67,0.09
"Renewables",1.49,0.1
"Renewables",1.54,0.11
"Renewables",1.38,0.09
"Renewables",1.43,0.1
"Renewables",1.42,0.1
"Renewables",1.57,0.11
"Renewables",1.65,0.12
"Renewables",1.61,0.1
"Renewables",1.8,0.1
"Renewables",1.81,0.1
"Renewables",1.54,0.1
"Renewables",2.23,0.13
"Renewables",1.84,0.12
"Renewables",1.85,0.14
"Renewables",1.83,0.14
"Renewables",1.81,0.14
"Renewables",1.98,0.15
"Renewables",1.71,0.09
"Renewables",1.81,0.11
"Renewables",1.81,0.17
"Renewables",2.35,0.19
"Renewables",2.19,0.15
"Renewables",2.73,0.17
"Renewables",2.85,0.21
"Renewables",2.53,0.19
"Renewables",2.9,0.23
"Renewables",2.59,0.19
"Renewables",2.81,0.23
"Renewables",2.77,0.23
"Renewables",2.52,0.2
"Renewables",3.11,0.21
"Renewables",2.69,0.2
"Renewables",2.83,0.22
"Renewables",2.99,0.25
"Renewables",3.16,0.23
"Renewables",3.4,0.26
"Renewables",3.56,0.26
"Renewables",3.57,0.24
"Renewables",2.95,0.2
"Renewables",3.51,0.28
"Renewables",3.83,0.32
"Renewables",2.89,0.24
"Renewables",3.73,0.24
"Renewables",2.82,0.23
"Renewables",3.18,0.22
"Renewables",3.44,0.24
"Renewables",4.37,0.21
"Renewables",3.74,0.29
"Renewables",4.15,0.21
"Renewables",4.09,0.24
"Renewables",4.4,0.33
"Renewables",4.36,0.33
"Renewables",3.99,0.31
"Renewables",2.55,0.06
"Renewables",2.28,0.05
"Renewables",2.35,0.06
"Renewables",2.32,0.06
"Renewables",2.68,0.07
"Renewables",2.76,0.07
"Renewables",2.73,0.07
"Renewables",2.8,0.08
"Renewables",2.83,0.07
"Renewables",2.82,0.07
"Renewables",2.56,0.07
"Renewables",2.52,0.06
"Renewables",2.7,0.07
"Renewables",2.56,0.07
"Renewables",2.62,0.07
"Renewables",2.59,0.07
"Renewables",2.8,0.07
"Renewables",2.89,0.07
"Renewables",2.93,0.08
"Renewables",2.79,0.07
"Renewables",2.42,0.06
"Renewables",2.53,0.07
"Renewables",2.59,0.07
"Renewables",2.62,0.08
"Renewables",2.56,0.07
"Renewables",2.16,0.06
"Renewables",2.31,0.06
"Renewables",2.16,0.07
"Renewables",2.26,0.06
"Renewables",2.33,0.06
"Renewables",2.68,0.08
"Renewables",2.71,0.08
"Renewables",2.65,0.07
"Renewables",2.87,0.08
"Renewables",2.63,0.07
"Renewables",2.71,0.07
"Renewables",2.61,0.07
"Renewables",2.22,0.06
"Renewables",2.18,0.06
"Renewables",2.01,0.05
"Renewables",2.32,0.06
"Renewables",2.6,0.08
"Renewables",2.82,0.08
"Renewables",2.69,0.08
"Renewables",2.6,0.06
"Renewables",2.81,0.08
"Renewables",2.75,0.07
"Renewables",2.86,0.07
"Renewables",2.85,0.08
"Renewables",2.51,0.06
"Renewables",2.28,0.06
"Renewables",2.2,0.06
"Renewables",2.77,0.07
"Renewables",2.91,0.07
"Renewables",3.05,0.07
"Renewables",3.16,0.08
"Renewables",2.71,0.07
"Renewables",2.68,0.08
"Renewables",2.61,0.06
"Renewables",2.74,0.07
"Renewables",2.64,0.06
"Renewables",2.36,0.06
"Renewables",2.4,0.06
"Renewables",2.34,0.06
"Renewables",2.99,0.07
"Renewables",3.03,0.07
"Renewables",3.05,0.07
"Renewables",3.1,0.08
"Renewables",2.84,0.07
"Renewables",2.94,0.08
"Renewables",2.68,0.07
"Renewables",2.75,0.07
"Renewables",2.59,0.06
"Renewables",2.63,0.07
"Renewables",2.79,0.07
"Renewables",2.68,0.07
"Renewables",2.84,0.07
"Renewables",2.94,0.07
"Renewables",3.19,0.09
"Renewables",3.24,0.08
"Renewables",2.91,0.07
"Renewables",2.84,0.07
"Renewables",2.85,0.07
"Renewables",2.91,0.07
"Renewables",2.85,0.07
"Renewables",2.7,0.07
"Renewables",2.77,0.07
"Renewables",2.73,0.07
"Renewables",2.83,0.07
"Renewables",2.62,0.06
"Renewables",2.79,0.08
"Renewables",2.98,0.08
"Renewables",3,0.07
"Renewables",2.96,0.07
"Renewables",2.77,0.07
"Renewables",2.47,0.06
"Renewables",2.4,0.06
"Renewables",2.49,0.06
"Renewables",2.84,0.07
"Renewables",2.85,0.07
"Renewables",3.02,0.07
"Renewables",3.11,0.08
"Renewables",3.22,0.08
"Renewables",3.22,0.08
"Renewables",2.91,0.07
"Renewables",2.77,0.07
"Renewables",2.81,0.07
"Renewables",2.7,0.07
"Renewables",2.74,0.07
"Renewables",2.5,0.06
"Renewables",2.58,0.06
"Renewables",2.68,0.07
"Renewables",2.92,0.07
"Renewables",3.05,0.07
"Renewables",3.11,0.08
"Renewables",3.13,0.08
"Renewables",2.69,0.07
"Renewables",2.76,0.07
"Renewables",2.84,0.07
"Renewables",2.93,0.07
"Renewables",2.76,0.07
"Renewables",2.6,0.06
"Renewables",2.69,0.07
"Renewables",2.44,0.06
"Renewables",2.86,0.07
"Renewables",2.59,0.06
"Renewables",2.93,0.07
"Renewables",2.86,0.07
"Renewables",2.67,0.06
"Renewables",2.77,0.07
"Renewables",2.75,0.07
"Renewables",2.81,0.07
"Renewables",2.58,0.06
"Renewables",2.33,0.06
"Renewables",2.51,0.06
"Renewables",2.4,0.06
"Renewables",2.54,0.06
"Renewables",2.54,0.06
"Renewables",2.95,0.07
"Renewables",3.01,0.07
"Renewables",2.95,0.07
"Renewables",2.95,0.07
"Renewables",2.83,0.07
"Renewables",2.83,0.07
"Renewables",2.68,0.07
"Renewables",2.37,0.06
"Renewables",2.53,0.06
"Renewables",2.47,0.06
"Renewables",2.74,0.06
"Renewables",3,0.07
"Renewables",3.25,0.09
"Renewables",3.41,0.09
"Renewables",3.24,0.08
"Renewables",73.61,2.83
"Renewables",65.47,2.55
"Renewables",68.57,2.67
"Renewables",63.43,2.47
"Renewables",66.54,2.57
"Renewables",69.9,2.71
"Renewables",64.46,2.66
"Renewables",58.09,2.51
"Renewables",53.22,2.31
"Renewables",57.25,2.36
"Renewables",65.36,2.57
"Renewables",74.99,2.86
"Renewables",78.77,2.94
"Renewables",75.06,2.71
"Renewables",83.51,2.98
"Renewables",80.02,2.77
"Renewables",80.1,2.8
"Renewables",77.22,2.84
"Renewables",75.08,2.9
"Renewables",68.84,2.76
"Renewables",61.04,2.5
"Renewables",64.79,2.5
"Renewables",70.81,2.67
"Renewables",78.23,2.93
"Renewables",82.51,2.98
"Renewables",72.13,2.71
"Renewables",80.05,2.85
"Renewables",75.64,2.67
"Renewables",77.24,2.76
"Renewables",73.19,2.7
"Renewables",72.66,2.82
"Renewables",68.65,2.74
"Renewables",60.39,2.47
"Renewables",66.2,2.57
"Renewables",70.09,2.69
"Renewables",80.49,2.97
"Renewables",86.54,3.09
"Renewables",76.65,2.75
"Renewables",79.59,2.9
"Renewables",80.35,2.77
"Renewables",81.54,2.9
"Renewables",77.13,2.85
"Renewables",75.64,2.92
"Renewables",68.39,2.79
"Renewables",63.04,2.54
"Renewables",67.67,2.64
"Renewables",74.52,2.8
"Renewables",82.34,3.08
"Renewables",88.83,3.26
"Renewables",75.48,2.87
"Renewables",88.32,3.26
"Renewables",84.47,3.05
"Renewables",80.7,3.03
"Renewables",79.18,3.06
"Renewables",75.69,3.08
"Renewables",69.09,2.94
"Renewables",64.28,2.7
"Renewables",68.61,2.75
"Renewables",79.48,2.96
"Renewables",84.07,3.19
"Renewables",89.43,3.26
"Renewables",82.94,3
"Renewables",85.91,3.13
"Renewables",82.19,2.98
"Renewables",76.67,2.88
"Renewables",72.61,2.86
"Renewables",75.03,3.05
"Renewables",71.96,2.97
"Renewables",68.15,2.75
"Renewables",72.12,2.76
"Renewables",80.05,2.96
"Renewables",88.37,3.21
"Renewables",96.01,3.4
"Renewables",92.8,3.24
"Renewables",97.65,3.38
"Renewables",90.31,3.14
"Renewables",88.28,3.19
"Renewables",82.48,3.11
"Renewables",83.32,3.21
"Renewables",77.35,3.15
"Renewables",74.03,2.9
"Renewables",80.12,2.91
"Renewables",84.18,3.1
"Renewables",98.62,3.45
"Renewables",101.52,3.56
"Renewables",94.79,3.26
"Renewables",109.99,3.75
"Renewables",102.49,3.47
"Renewables",102.6,3.56
"Renewables",97,3.51
"Renewables",90.34,3.48
"Renewables",83.55,3.37
"Renewables",81.66,3.11
"Renewables",85.77,3.09
"Renewables",90.49,3.24
"Renewables",99.33,3.57
"Renewables",106.3,3.65
"Renewables",97.98,3.37
"Renewables",104.95,3.63
"Renewables",103.18,3.49
"Renewables",102.95,3.58
"Renewables",99.99,3.55
"Renewables",91.11,3.53
"Renewables",90.1,3.45
"Renewables",81.27,3.1
"Renewables",86.6,3.15
"Renewables",92.96,3.27
"Renewables",99.82,3.45
"Renewables",105.78,3.61
"Renewables",97.68,3.33
"Renewables",106.13,3.61
"Renewables",105.85,3.45
"Renewables",105.89,3.59
"Renewables",97.34,3.45
"Renewables",96.96,3.59
"Renewables",91.26,3.47
"Renewables",87.79,3.17
"Renewables",91.13,3.16
"Renewables",95.37,3.25
"Renewables",101.96,3.44
"Renewables",107.96,3.6
"Renewables",109.6,3.57
"Renewables",108.73,3.63
"Renewables",103.31,3.43
"Renewables",110.04,3.65
"Renewables",108.83,3.58
"Renewables",104.28,3.69
"Renewables",98.33,3.53
"Renewables",88.69,3.17
"Renewables",96.92,3.26
"Renewables",104.54,3.34
"Renewables",110.4,3.55
"Renewables",114.67,3.73
"Renewables",103.72,3.43
"Renewables",121.67,3.84
"Renewables",109.95,3.53
"Renewables",111.94,3.76
"Renewables",105.27,3.71
"Renewables",98.73,3.66
"Renewables",101.52,3.69
"Renewables",97.22,3.43
"Renewables",100.56,3.4
"Renewables",108.14,3.43
"Renewables",123.38,3.82
"Renewables",127.4,3.95
"Renewables",119.53,3.72
"Renewables",132.02,4.07
"Renewables",126.12,3.86
"Renewables",126.29,4.06
"Renewables",121.23,4.1
"Renewables",117.5,4.16
"Renewables",107.48,3.91
"Renewables",0.1,0
"Renewables",0.16,0
"Renewables",0.06,0
"Renewables",0.09,0
"Renewables",0.09,0
"Renewables",0.15,0
"Renewables",0.07,0
"Renewables",0.2,0
"Renewables",0.09,0
"Renewables",0.07,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.03,0
"Renewables",0.04,0
"Renewables",0.08,0
"Renewables",0.12,0
"Renewables",0.09,0
"Renewables",0.15,0
"Renewables",0.15,0
"Renewables",0.15,0
"Renewables",0.16,0
"Renewables",0.12,0
"Renewables",0.13,0
"Renewables",0.08,0
"Renewables",0.44,0.01
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.1,0
"Renewables",0.1,0
"Renewables",0.08,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.06,0
"Renewables",0.06,0
"Renewables",0.08,0
"Renewables",0.08,0
"Renewables",0.05,0
"Renewables",0.05,0
"Renewables",0.07,0
"Renewables",0.1,0
"Renewables",0.09,0
"Renewables",0.05,0
"Renewables",0.11,0
"Renewables",0.08,0
"Renewables",0.07,0
"Renewables",0.09,0
"Renewables",0.07,0
"Renewables",0.16,0
"Renewables",0.06,0
"Renewables",0.05,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.09,0
"Renewables",0.08,0
"Renewables",0.08,0
"Renewables",0.03,0
"Renewables",0.03,0
"Renewables",0.05,0
"Renewables",0.03,0
"Renewables",0.04,0
"Renewables",0.04,0
"Renewables",0.02,0
"Renewables",0.03,0
"Renewables",0.05,0
"Renewables",0.11,0
"Renewables",0.04,0
"Renewables",0.06,0
"Renewables",0.07,0
"Renewables",0.02,0
"Renewables",0.02,0
"Renewables",0.08,0
"Renewables",0.07,0
"Renewables",0.07,0
"Renewables",0.09,0
"Renewables",14.5,0.34
"Renewables",12.61,0.3
"Renewables",12.88,0.3
"Renewables",10.7,0.25
"Renewables",10.52,0.25
"Renewables",10.48,0.25
"Renewables",9.26,0.22
"Renewables",10.07,0.24
"Renewables",10.77,0.25
"Renewables",11.64,0.27
"Renewables",12.84,0.3
"Renewables",13.57,0.32
"Renewables",16.13,0.38
"Renewables",13.82,0.33
"Renewables",14.07,0.33
"Renewables",11.41,0.27
"Renewables",10.98,0.26
"Renewables",10.56,0.25
"Renewables",9.71,0.23
"Renewables",9.86,0.23
"Renewables",10.32,0.24
"Renewables",11.85,0.28
"Renewables",12.9,0.3
"Renewables",13.79,0.32
"Renewables",15.02,0.35
"Renewables",12.91,0.31
"Renewables",12.56,0.3
"Renewables",11.27,0.27
"Renewables",10.91,0.26
"Renewables",10.42,0.25
"Renewables",10.13,0.24
"Renewables",10.68,0.25
"Renewables",9.81,0.23
"Renewables",11.97,0.28
"Renewables",13.41,0.31
"Renewables",14.49,0.34
"Renewables",15.31,0.36
"Renewables",14.52,0.34
"Renewables",13.78,0.32
"Renewables",10.12,0.24
"Renewables",9.44,0.22
"Renewables",9.15,0.21
"Renewables",8.92,0.21
"Renewables",10.14,0.24
"Renewables",10.65,0.25
"Renewables",12.67,0.29
"Renewables",13.3,0.31
"Renewables",13.38,0.31
"Renewables",14.31,0.33
"Renewables",11.48,0.27
"Renewables",11.04,0.26
"Renewables",9.63,0.22
"Renewables",9.38,0.22
"Renewables",8.76,0.2
"Renewables",9.39,0.22
"Renewables",9.72,0.23
"Renewables",10.51,0.25
"Renewables",11.21,0.26
"Renewables",12.61,0.3
"Renewables",12.04,0.28
"Renewables",12.95,0.3
"Renewables",12.64,0.29
"Renewables",13.96,0.32
"Renewables",12.28,0.29
"Renewables",11.82,0.28
"Renewables",9.96,0.23
"Renewables",10.45,0.25
"Renewables",10.95,0.25
"Renewables",11.29,0.26
"Renewables",13.21,0.31
"Renewables",12.67,0.29
"Renewables",15.24,0.35
"Renewables",16.24,0.38
"Renewables",13.4,0.31
"Renewables",12.85,0.29
"Renewables",11.52,0.27
"Renewables",11.33,0.27
"Renewables",10.7,0.25
"Renewables",10.14,0.24
"Renewables",9.4,0.22
"Renewables",10.27,0.24
"Renewables",11.5,0.25
"Renewables",14.06,0.32
